"household_id","ea_id","qa_type","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","srtm","twi","srtm_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","anntot_avg","wetQ_avg","wetQ_avgstart","h2011_tot","h2011_wetQ","h2011_wetQstart","zone_id","eviarea_avg","evimax_avg","grn_avg","sen_avg","h2011_eviarea","h2011_evimax","h2011_grn","h2011_sen","LAT_DD_MOD","LON_DD_MOD"
"04171200807033","04171200807",1,5.5,6.9,6.9,405.8,159.7,185,180,965,156,410,12,130,323,1841,13,3,1,1,1,1,1,1,1,839,353,13,723,303,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807048","04171200807",1,5.3,6.9,6.9,406.1,159.4,185,180,965,156,410,15,20,323,1848,17,3,1,1,1,1,1,1,1,839,353,13,723,303,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807063","04171200807",1,4.7,6.6,6.6,406.2,159.5,185,180,971,158,414,26,20,323,1857,13,3,1,1,1,1,1,1,1,841,353,13,719,302,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807078","04171200807",1,4.5,6.5,6.5,406.2,159.5,185,180,971,158,414,30,20,323,1863,13,3,1,1,1,1,1,1,1,842,353,13,717,301,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807093","04171200807",1,4.6,6,6,405.5,160.1,185,180,980,159,415,14,130,323,1859,13,3,1,1,1,1,1,1,1,844,353,13,714,300,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807108","04171200807",1,5.3,6.6,6.6,405.7,159.8,185,180,965,156,410,15,20,323,1849,13,3,1,1,1,1,1,1,1,841,353,13,720,302,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807123","04171200807",1,4.6,6,6,405.1,160.5,185,180,980,159,415,4,130,323,1851,13,3,1,1,1,1,1,1,1,845,353,13,714,300,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04171200807138","04171200807",1,5,6.5,6.5,405.3,160.2,185,180,965,156,410,3,130,323,1841,16,3,1,1,1,1,1,1,1,842,353,13,718,302,18,417,51,0.5643,233,273,54,0.579,235,287,7.26850368689,38.6020916798
"04180301004002","04180301004",1,18,62.6,84,161.6,461.8,191,178,1673,317,834,17,20,323,1986,11,14,2,2,1,1,1,1,1,1330,661,17,1004,480,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004010","04180301004",1,17.7,61.9,84.7,160.8,462.4,189,176,1696,323,843,18,20,323,2084,12,9,2,2,1,1,1,1,1,1331,660,17,1004,479,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004014","04180301004",1,17.2,61.4,84.9,160.5,462.5,189,176,1696,323,843,20,20,323,1967,11,14,2,2,1,1,1,1,1,1332,661,17,1003,476,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004022","04180301004",1,17.6,61.7,85.1,160.5,462.8,189,176,1696,323,843,17,130,323,2070,12,14,2,2,1,1,1,1,1,1331,660,17,1003,478,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004026","04180301004",1,18.8,62.2,86,160,464,196,182,1607,303,805,13,60,323,1875,12,13,2,2,1,1,1,1,1,1328,658,17,1004,483,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004038","04180301004",1,17.3,61.5,85,160.5,462.6,189,176,1696,323,843,21,20,323,1997,10,14,2,2,1,1,1,1,1,1332,660,17,1003,477,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004050","04180301004",1,17.9,59.2,89.8,156.1,467.4,199,186,1546,289,771,4,60,323,1689,11,13,2,2,1,1,1,1,1,1332,656,17,1001,475,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004062","04180301004",1,17.4,61.2,85.8,159.8,463.4,194,181,1625,307,811,11,130,323,1948,15,13,2,2,1,1,1,1,1,1332,660,17,1003,477,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004074","04180301004",1,16.9,60.3,86.7,158.8,464.1,195,182,1616,305,805,10,130,323,1934,11,13,2,2,1,1,1,1,1,1333,659,17,1002,474,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004086","04180301004",1,16.9,60.3,86.7,158.8,464.1,195,182,1616,305,805,10,130,323,1934,11,13,2,2,1,1,1,1,1,1333,659,17,1002,474,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004098","04180301004",1,16.7,59.5,87.8,157.7,465.2,200,187,1539,286,771,10,60,323,1814,11,13,2,2,1,1,1,1,1,1334,658,17,1001,473,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180301004110","04180301004",1,17.2,60.2,87.2,158.4,464.8,195,182,1616,305,805,8,60,323,1755,11,13,2,2,1,1,1,1,1,1333,658,17,1002,475,18,418,63,0.603,228,280,66,0.6057,214,278,9.01530115929,35.046540828
"04180701106002","04180701106",1,0.8,19.1,44.4,103.2,504.5,209,199,1310,218,616,47,30,323,1772,11,8,2,2,1,1,1,1,2,1255,536,15,1083,467,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106016","04180701106",1,1,18.9,44.1,103.1,504.5,209,199,1310,218,616,43,30,323,1810,12,13,2,2,1,1,1,1,2,1254,536,15,1083,466,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106023","04180701106",1,0.8,18.7,44.5,103.5,504.1,208,197,1317,219,618,53,30,323,1773,11,8,2,2,1,1,1,1,2,1255,536,15,1085,466,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106044","04180701106",1,2.4,15.9,42.6,104.6,502.2,193,183,1538,272,714,60,30,323,2133,12,9,2,2,1,1,1,1,2,1251,534,15,1085,460,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106065","04180701106",1,3.1,16.3,42.3,103.9,502.9,193,184,1529,269,709,60,30,323,2117,12,9,2,2,1,1,1,1,2,1250,533,15,1082,461,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106086","04180701106",1,3,17,42,103.1,503.7,192,183,1542,272,715,57,30,323,2112,11,14,2,2,1,1,1,1,2,1248,533,15,1079,462,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106107","04180701106",1,1.8,18,43.1,103,504.2,206,196,1343,226,629,55,30,323,1927,11,13,2,2,1,1,1,1,2,1251,535,15,1081,464,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106128","04180701106",1,1.2,18.6,43.7,103,504.4,206,196,1343,226,629,45,30,323,1852,11,13,2,2,1,1,1,1,2,1253,535,15,1082,466,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106132","04180701106",1,1.6,18.2,43.2,102.9,504.3,206,196,1343,226,629,49,30,323,1891,11,13,2,2,1,1,1,1,2,1251,535,15,1081,465,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106150","04180701106",1,1.5,18.4,43,102.5,504.7,206,196,1343,226,629,47,30,323,1847,11,13,2,2,1,1,1,1,2,1250,535,15,1079,465,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106171","04180701106",1,1.4,18.6,42.9,102.2,505,206,196,1343,226,629,49,30,323,1787,12,13,2,2,1,1,1,1,2,1250,534,15,1078,465,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04180701106192","04180701106",1,1.2,18.6,43.4,102.7,504.7,206,196,1343,226,629,47,30,323,1799,11,13,2,2,1,1,1,1,2,1252,535,15,1080,465,18,418,63,0.603,228,280,66,0.6057,214,278,8.61492078832,34.6514363264
"04190100103002","04190100103",1,29.8,90.1,68.5,281.1,278.5,157,149,1722,379,996,34,20,323,2388,13,9,1,1,2,1,1,1,3,1078,618,17,911,583,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103012","04190100103",1,29.5,90.5,69,280.9,278.7,157,149,1722,379,996,28,20,323,2418,11,9,1,1,2,1,1,1,3,1075,616,17,908,581,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103017","04190100103",1,29.3,90.7,69.2,280.7,278.8,157,149,1722,379,996,28,20,323,2415,11,9,1,1,2,1,1,1,3,1073,615,17,906,580,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103027","04190100103",1,30.2,91.6,68.5,283,276.4,156,147,1727,382,1001,30,20,323,2383,11,9,1,1,2,1,1,1,3,1076,619,17,916,584,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103032","04190100103",1,29.9,91.7,68.5,283.3,276.2,156,147,1727,382,1001,30,20,323,2444,11,9,1,1,2,1,1,1,3,1076,619,17,917,584,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103047","04190100103",1,30.9,90.4,67.7,282.8,276.8,158,150,1693,377,983,35,20,323,2384,11,9,1,1,2,1,1,1,3,1083,622,17,922,587,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103062","04190100103",1,31.4,89.2,66.7,282.8,276.9,157,149,1719,380,995,34,20,323,2408,11,9,1,1,2,1,1,1,3,1090,626,17,929,591,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103077","04190100103",1,30.9,88.9,66,283.6,276.3,159,151,1683,376,977,22,20,323,2376,13,9,1,1,2,1,1,1,3,1096,630,17,937,595,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103092","04190100103",1,31.1,88.8,66,283.4,276.4,159,151,1683,376,977,25,20,323,2413,11,9,1,1,2,1,1,1,3,1096,629,17,936,594,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103107","04190100103",1,32,87.4,65.1,283.2,276.9,154,146,1770,387,1019,33,20,323,2389,15,9,1,1,2,1,1,1,3,1102,632,17,941,597,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103122","04190100103",1,31.6,87.3,64.7,283.7,276.4,157,148,1721,382,996,30,20,323,2432,11,9,1,1,2,1,1,1,3,1105,634,17,946,599,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190100103137","04190100103",1,32,87,64.6,283.4,276.7,154,146,1778,388,1023,32,20,323,2439,12,9,1,1,2,1,1,1,3,1105,634,17,945,598,18,419,60,0.5638,213,276,56,0.5533,222,276,9.7591387282,37.044814049
"04190400101003","04190400101",1,10,61.7,61.7,320.8,238.2,162,152,1290,332,798,32,20,323,2319,13,9,2,1,1,1,1,1,3,918,597,17,873,562,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101006","04190400101",1,10,61.7,61.7,320.8,238.1,162,152,1290,332,798,32,20,323,2323,14,9,2,1,1,1,1,1,3,918,597,17,874,562,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101019","04190400101",1,9.7,62.1,62.1,320.7,238.2,162,153,1277,331,791,32,20,323,2308,13,9,2,1,1,1,1,1,3,922,599,17,875,564,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101034","04190400101",1,9.7,62.5,62.5,321,237.9,162,153,1277,331,791,33,20,323,2304,12,9,2,1,1,1,1,1,3,925,601,17,876,565,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101045","04190400101",1,9.6,62.6,62.6,320.9,237.9,162,153,1277,331,791,35,20,323,2304,12,9,2,1,1,1,1,1,3,925,601,17,876,565,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101050","04190400101",1,9.4,62.6,62.6,320.8,238.1,161,152,1287,332,797,35,20,323,2312,12,9,2,1,1,1,1,1,3,926,602,17,876,566,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101065","04190400101",1,9.2,62.7,62.7,320.5,238.3,161,152,1287,332,797,35,20,323,2317,13,9,2,1,1,1,1,1,3,926,602,17,876,567,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101080","04190400101",1,9.2,62.8,62.8,320.6,238.2,161,152,1287,332,797,35,20,323,2313,13,9,2,1,1,1,1,1,3,928,603,17,876,567,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101095","04190400101",1,9,62.8,62.8,320.5,238.3,161,152,1287,332,797,35,20,323,2312,12,9,2,1,1,1,1,1,3,928,603,17,876,567,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101110","04190400101",1,8.8,63,63,320.3,238.5,161,152,1287,332,797,35,20,323,2315,13,9,2,1,1,1,1,1,3,929,604,17,877,569,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101125","04190400101",1,8.8,63.1,63.1,320.4,238.3,161,152,1287,332,797,33,20,323,2310,13,9,2,1,1,1,1,1,3,930,604,17,877,569,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190400101140","04190400101",1,8.6,63.3,63.3,320.3,238.5,162,153,1280,332,793,30,20,323,2307,14,9,2,1,1,1,1,1,3,931,605,17,877,569,18,419,60,0.5638,213,276,56,0.5533,222,276,9.79007481406,37.5059416726
"04190800704003","04190800704",1,22.3,83.5,81.5,282.4,275.8,157,148,1629,369,958,18,20,323,2394,14,14,1,1,3,1,1,1,4,969,573,17,823,538,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704018","04190800704",1,22,83.3,81.4,282.8,275.4,157,148,1629,369,958,19,20,323,2398,13,9,1,1,3,1,1,1,4,969,573,17,824,539,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704033","04190800704",1,21.6,83.2,81.2,283.2,275,156,148,1639,370,963,25,20,323,2408,11,9,1,1,3,1,1,1,4,970,574,17,826,540,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704048","04190800704",1,19.8,81.5,81.8,284.5,273.7,156,147,1630,370,960,19,20,323,2441,12,9,1,1,3,1,1,1,4,964,573,17,825,541,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704063","04190800704",1,19.5,81.5,81.3,285.1,273.1,156,147,1630,370,960,24,20,323,2412,11,14,1,1,3,1,1,1,4,966,574,17,828,543,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704065","04190800704",1,19.8,81.6,81.6,284.6,273.6,156,147,1630,370,960,19,20,323,2444,11,9,1,1,3,1,1,1,4,965,573,17,826,541,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704078","04190800704",1,19.9,81.8,81.5,284.6,273.7,156,147,1630,370,960,19,20,323,2451,12,9,1,1,3,1,1,1,4,966,574,17,826,541,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704084","04190800704",1,20,81.7,81.6,284.5,273.7,153,145,1663,373,975,19,20,323,2458,12,14,1,1,3,1,1,1,4,965,573,17,826,541,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704097","04190800704",1,22.6,84.3,80.5,282.7,275.5,156,148,1644,371,966,8,130,323,2414,11,9,1,1,3,1,1,1,4,975,576,17,828,540,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704112","04190800704",1,22.5,84.3,80.2,283.1,275.2,156,148,1644,371,966,9,130,323,2400,12,9,1,1,3,1,1,1,4,976,576,17,829,542,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704127","04190800704",1,22.9,84.9,79.5,283.2,275.1,152,144,1691,377,989,6,60,323,2393,12,9,1,1,3,1,1,1,4,981,578,17,832,543,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"04190800704142","04190800704",1,24.2,86.5,78.4,282.9,275.4,151,143,1723,380,1002,16,20,323,2484,12,14,1,1,3,1,1,1,4,989,581,17,835,543,18,419,60,0.5638,213,276,56,0.5533,222,276,9.8440806253,37.1271346597
"05010100902002","05010100902",1,0.3,125.6,125.6,61.9,143.3,258,287,306,67,157,0,200,311,883,13,3,2,1,3,1,1,1,3,393,212,19,165,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902008","05010100902",1,0.2,125.3,125.3,62.1,143.2,257,287,308,68,158,0,200,311,882,13,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902012","05010100902",1,0.3,125.4,125.4,62.2,143,257,287,308,68,158,0,200,311,884,13,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902014","05010100902",1,0.2,125.3,125.3,62.2,143.1,257,287,308,68,158,0,200,311,882,13,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902020","05010100902",1,0.3,125.4,125.4,62.2,143,257,287,308,68,158,0,200,311,886,16,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902027","05010100902",1,0.4,125.4,125.4,62.3,142.9,257,287,308,68,158,0,200,311,886,13,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902030","05010100902",1,0.5,125.4,125.4,62.4,142.8,256,286,312,68,159,0,200,311,883,13,3,2,1,3,1,1,1,3,393,212,19,166,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902036","05010100902",1,0.4,124.9,124.9,62.9,142.4,257,287,308,68,158,0,200,311,886,13,3,2,1,3,1,1,1,3,394,213,19,167,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902043","05010100902",1,0.3,124.8,124.8,62.9,142.4,257,287,311,68,159,0,200,311,886,15,3,2,1,3,1,1,1,3,394,213,19,167,87,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902049","05010100902",1,0.3,124.9,124.9,62.9,142.4,257,287,308,68,158,0,200,311,888,14,3,2,1,3,1,1,1,3,394,213,19,167,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902055","05010100902",1,0.2,124.9,124.9,62.8,142.5,257,287,308,68,158,0,200,311,886,13,3,2,1,3,1,1,1,3,394,213,19,167,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010100902061","05010100902",1,0.2,124.9,124.9,62.7,142.6,257,287,308,68,158,0,200,311,886,13,3,2,1,3,1,1,1,3,394,213,19,167,86,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4981528016,42.594943322
"05010200101004","05010200101",1,34.9,100.5,100.5,78.8,157.7,267,295,309,71,161,0,200,311,764,14,3,1,1,3,1,1,1,3,389,215,15,176,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101016","05010200101",1,34.9,100.4,100.4,78.9,157.6,267,295,309,71,161,0,200,311,763,14,3,1,1,3,1,1,1,3,390,215,15,177,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101028","05010200101",1,32.9,101.4,101.4,77.8,156.4,267,295,310,71,162,0,140,311,771,13,3,2,1,5,1,1,1,5,391,216,15,175,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101040","05010200101",1,34.8,100.5,100.5,78.8,157.6,267,295,309,71,161,0,200,311,764,13,3,1,1,3,1,1,1,3,390,215,15,176,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101052","05010200101",1,34.8,100.6,100.6,78.7,157.7,267,295,309,71,161,0,200,311,765,13,3,1,1,3,1,1,1,3,389,215,15,176,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101076","05010200101",1,34.5,100.5,100.5,78.8,157.3,267,295,309,71,161,0,200,311,765,13,3,1,1,3,1,1,1,3,390,215,15,176,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101100","05010200101",1,34.8,100.4,100.4,79,157.5,267,295,309,71,161,0,200,311,763,14,3,1,1,3,1,1,1,3,390,215,15,177,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101112","05010200101",1,34.8,100.4,100.4,78.9,157.5,267,295,309,71,161,0,200,311,763,14,3,1,1,3,1,1,1,3,390,215,15,177,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101124","05010200101",1,32.9,101.2,101.2,78,156.3,267,295,310,71,162,0,140,311,770,14,3,2,1,5,1,1,1,5,391,216,15,176,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010200101136","05010200101",1,34.7,100.3,100.3,79,157.4,267,295,309,71,161,0,200,311,765,15,3,1,1,3,1,1,1,3,390,215,15,177,88,18,501,14,0.1633,212,263,14,0.1587,203,261,10.4624101433,42.2434955736
"05010202401004","05010202401",1,53.2,73.9,73.9,60.7,73.9,226,249,503,102,245,32,150,321,1244,14,3,1,1,1,1,1,1,4,686,324,17,442,205,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401025","05010202401",1,55,70.9,70.9,58.8,70.9,224,246,523,105,253,31,150,322,1273,13,3,1,1,1,1,1,1,4,698,331,17,461,210,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401046","05010202401",1,55.7,71.2,71.2,58.1,71.2,223,245,525,106,255,0,110,322,1284,16,3,1,1,1,1,1,1,4,698,331,17,471,217,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401069","05010202401",1,55.2,71.1,71.1,58.6,71.1,224,245,522,105,253,13,150,322,1276,14,3,1,1,1,1,1,1,4,698,331,17,464,213,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401090","05010202401",1,55.8,68.3,68.3,57.9,68.3,222,244,536,107,258,37,20,322,1290,13,3,1,1,1,1,1,1,4,704,333,18,451,209,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401111","05010202401",1,54.2,69.9,69.9,59.5,69.9,224,245,528,106,255,21,150,322,1283,14,8,1,1,1,1,1,1,4,701,332,18,446,204,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401133","05010202401",1,53,70.9,70.9,60.7,70.9,225,247,518,104,250,2,150,322,1257,13,8,1,1,1,1,1,1,4,700,331,18,441,202,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401161","05010202401",1,53.5,71.8,71.8,60.2,71.8,225,248,515,103,249,32,150,322,1263,13,3,1,1,1,1,1,1,4,697,331,17,452,207,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401191","05010202401",1,53.6,71.7,71.7,60.1,71.7,225,248,515,103,249,32,150,322,1261,17,3,1,1,1,1,1,1,4,697,331,17,453,207,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401216","05010202401",1,53.8,71.6,71.6,59.9,71.6,225,248,515,103,249,27,150,322,1261,14,3,1,1,1,1,1,1,4,697,331,17,454,208,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010202401240","05010202401",1,53.7,71.7,71.7,60.1,71.7,225,248,515,103,249,32,150,322,1260,13,3,1,1,1,1,1,1,4,697,331,17,453,207,18,501,14,0.1633,212,263,14,0.1587,203,261,9.91264985014,42.4725493546
"05010301101002","05010301101",1,8.5,8.6,8.6,169.4,149.5,252,272,588,120,271,28,30,312,1068,13,8,2,1,5,1,1,1,5,609,324,17,405,232,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101014","05010301101",1,8.7,8.7,8.7,168.9,149.2,252,272,588,120,271,23,30,312,1069,13,8,2,1,5,1,1,1,5,608,323,17,403,231,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101027","05010301101",1,9,8.9,8.9,168.3,148.7,253,274,578,118,266,20,30,312,1069,14,8,2,1,5,1,1,1,5,606,321,17,400,229,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101040","05010301101",1,7.4,7.1,7.1,165.6,146,254,275,569,115,260,56,20,312,1049,13,8,2,1,5,1,1,1,5,609,320,17,403,228,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101052","05010301101",1,7,6.8,6.8,165.4,145.7,254,275,569,115,260,52,20,312,1055,14,3,2,1,5,1,1,1,5,610,320,17,404,228,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101065","05010301101",1,7.7,7.3,7.3,164.9,145.4,254,275,569,115,260,48,20,312,1045,13,8,2,1,5,1,1,1,5,608,318,17,402,227,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101077","05010301101",1,8.6,8.8,8.8,169.8,149.8,253,273,580,118,266,33,30,312,1071,13,8,1,1,3,1,1,1,3,610,324,17,405,233,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101089","05010301101",1,6.3,6.3,6.3,167.1,147,254,274,580,117,265,60,30,312,1062,18,3,1,1,3,1,1,1,3,615,325,17,409,232,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101101","05010301101",1,6.5,6.5,6.5,166.9,146.9,253,274,575,116,263,63,30,312,1060,14,3,1,1,3,1,1,1,3,613,324,17,408,231,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101112","05010301101",1,6.3,6.4,6.4,167.4,147.3,254,274,580,117,265,63,30,312,1068,13,8,1,1,3,1,1,1,3,616,325,17,410,233,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010301101114","05010301101",1,6.5,6.6,6.6,167.6,147.5,254,274,580,117,265,63,30,312,1064,14,8,1,1,3,1,1,1,3,615,325,17,409,232,18,501,14,0.1633,212,263,14,0.1587,203,261,9.66381415681,41.7895497706
"05010401102002","05010401102",1,16.8,56.1,56.1,217.7,195,241,254,667,135,307,2,110,312,1174,12,8,2,1,4,1,1,1,4,660,362,18,402,240,18,501,14,0.1633,212,263,14,0.1587,203,261,9.55152585441,41.358379098
